Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"uploadFile(findTestObject(""Object Repository/Practice Form/file - Picture""), imagePath)",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,046s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/textarea - Current address""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,036s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/textarea - Current address""), currentAddress)",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,112s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - State""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,030s",PASSED
"if (state != null && state != """")",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,002s",PASSED
"if (city != null && city != """")",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,002s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/button - Submit""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,030s",PASSED
"click(findTestObject(""Object Repository/Practice Form/button - Submit""))",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,065s",PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Modal/txt - Modal title""), 2, CONTINUE_ON_FAILURE)",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,021s",PASSED
"markPassed(""Validation case : "" + testNote)",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,001s",PASSED
closeBrowser(),Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:08,"0,342s",PASSED
,,,,,,,
Test Cases/1. Validating Form/VLD 2 - Mandatory field negative validation,Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:26,"17,132s",PASSED
"openBrowser("""")",Chrome 137.0.0.0,,,15-06-2025 15:21:08,15-06-2025 15:21:10,"1,050s",PASSED
navigateToUrl(baseUrl),Chrome 137.0.0.0,,,15-06-2025 15:21:10,15-06-2025 15:21:21,"11,507s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Practice Form/Title Name - Practice Form""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,026s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - First name""), firstName)",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,118s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Last name""), lastName)",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,104s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - User Email""), email)",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,127s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/radiobox - Male""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,051s",PASSED
"if (gender == ""Male"")",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,001s",PASSED
"else if (gender == ""Female"")",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,000s",PASSED
"else if (gender == ""Other"")",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:21,"0,005s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:21,15-06-2025 15:21:22,"0,047s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), mobile)",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,226s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,031s",PASSED
"click(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""))",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,167s",PASSED
"click(findTestObject(""Object Repository/Practice Form/specific date picker""))",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,130s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,038s",PASSED
if (subjects != null),Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,214s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,067s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/checkbox - Sports""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,038s",PASSED
"if (hobbies == ""Sports"")",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,000s",PASSED
"else if (hobbies == ""Reading"")",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,002s",PASSED
"else if (hobbies == ""Music"")",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,001s",PASSED
"else if (hobbies == """")",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,003s",PASSED
"imagePath = getProjectDir() + ""/Include/image/gambarDummy.jpeg""",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,002s",PASSED
"uploadFile(findTestObject(""Object Repository/Practice Form/file - Picture""), imagePath)",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:22,"0,036s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/textarea - Current address""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:22,15-06-2025 15:21:23,"0,036s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/textarea - Current address""), currentAddress)",Chrome 137.0.0.0,,,15-06-2025 15:21:23,15-06-2025 15:21:23,"0,142s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - State""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:23,15-06-2025 15:21:23,"0,034s",PASSED
"if (state != null && state != """")",Chrome 137.0.0.0,,,15-06-2025 15:21:23,15-06-2025 15:21:24,"1,182s",PASSED
"if (city != null && city != """")",Chrome 137.0.0.0,,,15-06-2025 15:21:24,15-06-2025 15:21:25,"1,193s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/button - Submit""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:25,15-06-2025 15:21:25,"0,027s",PASSED
"click(findTestObject(""Object Repository/Practice Form/button - Submit""))",Chrome 137.0.0.0,,,15-06-2025 15:21:25,15-06-2025 15:21:25,"0,095s",PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Modal/txt - Modal title""), 2, CONTINUE_ON_FAILURE)",Chrome 137.0.0.0,,,15-06-2025 15:21:25,15-06-2025 15:21:25,"0,027s",PASSED
"markPassed(""Validation case : "" + testNote)",Chrome 137.0.0.0,,,15-06-2025 15:21:25,15-06-2025 15:21:25,"0,001s",PASSED
closeBrowser(),Chrome 137.0.0.0,,,15-06-2025 15:21:25,15-06-2025 15:21:26,"0,355s",PASSED
,,,,,,,
Test Cases/1. Validating Form/VLD 2 - Mandatory field negative validation,Chrome 137.0.0.0,,,15-06-2025 15:21:26,15-06-2025 15:21:40,"13,870s",PASSED
"openBrowser("""")",Chrome 137.0.0.0,,,15-06-2025 15:21:26,15-06-2025 15:21:27,"0,883s",PASSED
navigateToUrl(baseUrl),Chrome 137.0.0.0,,,15-06-2025 15:21:27,15-06-2025 15:21:37,"10,787s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Practice Form/Title Name - Practice Form""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:37,15-06-2025 15:21:37,"0,024s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - First name""), firstName)",Chrome 137.0.0.0,,,15-06-2025 15:21:37,15-06-2025 15:21:37,"0,133s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Last name""), lastName)",Chrome 137.0.0.0,,,15-06-2025 15:21:37,15-06-2025 15:21:38,"0,093s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - User Email""), email)",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,115s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/radiobox - Male""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,024s",PASSED
"if (gender == ""Male"")",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,001s",PASSED
"else if (gender == ""Female"")",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,072s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,026s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), mobile)",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,150s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,071s",PASSED
"click(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""))",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,243s",PASSED
"click(findTestObject(""Object Repository/Practice Form/specific date picker""))",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,111s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:38,"0,044s",PASSED
if (subjects != null),Chrome 137.0.0.0,,,15-06-2025 15:21:38,15-06-2025 15:21:39,"0,099s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,048s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/checkbox - Sports""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,032s",PASSED
"if (hobbies == ""Sports"")",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,001s",PASSED
"else if (hobbies == ""Reading"")",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,000s",PASSED
"else if (hobbies == ""Music"")",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,000s",PASSED
"else if (hobbies == """")",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,002s",PASSED
"imagePath = getProjectDir() + ""/Include/image/gambarDummy.jpeg""",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,000s",PASSED
"uploadFile(findTestObject(""Object Repository/Practice Form/file - Picture""), imagePath)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,121s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/textarea - Current address""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,032s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/textarea - Current address""), currentAddress)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,094s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - State""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,081s",PASSED
"if (state != null && state != """")",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,002s",PASSED
"if (city != null && city != """")",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,003s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/button - Submit""), 0)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,030s",PASSED
"click(findTestObject(""Object Repository/Practice Form/button - Submit""))",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,106s",PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Modal/txt - Modal title""), 2, CONTINUE_ON_FAILURE)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,028s",PASSED
"markPassed(""Validation case : "" + testNote)",Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:39,"0,002s",PASSED
closeBrowser(),Chrome 137.0.0.0,,,15-06-2025 15:21:39,15-06-2025 15:21:40,"0,384s",PASSED
