Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Object Repository/Practice Form/checkbox - Sports""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,047s",PASSED
"if (gender == ""sports"")",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,000s",PASSED
"else if (gender == ""reading"")",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,000s",PASSED
"else if (gender == ""music"")",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,003s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/textarea - Current address""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,063s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/textarea - Current address""), currentAddress)",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,190s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - State""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,082s",PASSED
if (state == null),Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,001s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,004s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - State""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,160s",PASSED
if (city == null),Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,007s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - State""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,103s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/button - Submit""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:05,"0,050s",PASSED
"click(findTestObject(""Object Repository/Practice Form/button - Submit""))",Chrome 137.0.0.0,,,15-06-2025 00:08:05,15-06-2025 00:08:06,"0,157s",PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Modal/txt - Modal title""), 2, CONTINUE_ON_FAILURE)",Chrome 137.0.0.0,,,15-06-2025 00:08:06,15-06-2025 00:08:06,"0,045s",PASSED
"markPassed(""Validation case : "" + testNote)",Chrome 137.0.0.0,,,15-06-2025 00:08:06,15-06-2025 00:08:06,"0,001s",PASSED
closeBrowser(),Chrome 137.0.0.0,,,15-06-2025 00:08:06,15-06-2025 00:08:07,"1,132s",PASSED
,,,,,,,
Test Cases/1. Validating Form/VLD 2 - Mandatory field negative validation,Chrome 137.0.0.0,,,15-06-2025 00:08:07,15-06-2025 00:08:23,"15,789s",PASSED
"openBrowser("""")",Chrome 137.0.0.0,,,15-06-2025 00:08:07,15-06-2025 00:08:08,"1,131s",PASSED
navigateToUrl(baseUrl),Chrome 137.0.0.0,,,15-06-2025 00:08:08,15-06-2025 00:08:17,"8,929s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Practice Form/Title Name - Practice Form""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:17,15-06-2025 00:08:17,"0,088s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - First name""), firstName)",Chrome 137.0.0.0,,,15-06-2025 00:08:17,15-06-2025 00:08:18,"0,409s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Last name""), lastName)",Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:18,"0,468s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - User Email""), email)",Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:18,"0,435s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/radiobox - Male""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:18,"0,047s",PASSED
"if (gender == ""male"")",Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:18,"0,001s",PASSED
"else if (gender == ""female"")",Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:18,"0,001s",PASSED
"else if (gender == ""other"")",Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:18,"0,001s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:18,"0,005s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:18,15-06-2025 00:08:19,"0,106s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), mobile)",Chrome 137.0.0.0,,,15-06-2025 00:08:19,15-06-2025 00:08:19,"0,254s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:19,15-06-2025 00:08:19,"0,100s",PASSED
"click(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""))",Chrome 137.0.0.0,,,15-06-2025 00:08:19,15-06-2025 00:08:19,"0,449s",PASSED
"click(findTestObject(""Object Repository/Practice Form/specific date picker""))",Chrome 137.0.0.0,,,15-06-2025 00:08:19,15-06-2025 00:08:20,"0,485s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,061s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), subjects)",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,264s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/checkbox - Sports""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,069s",PASSED
"if (gender == ""sports"")",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,000s",PASSED
"else if (gender == ""reading"")",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,001s",PASSED
"else if (gender == ""music"")",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,003s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/textarea - Current address""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:20,"0,061s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/textarea - Current address""), currentAddress)",Chrome 137.0.0.0,,,15-06-2025 00:08:20,15-06-2025 00:08:21,"0,276s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - State""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,045s",PASSED
if (state == null),Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,003s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - State""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,126s",PASSED
if (city == null),Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,001s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,003s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - State""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,145s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/button - Submit""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,052s",PASSED
"click(findTestObject(""Object Repository/Practice Form/button - Submit""))",Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,121s",PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Modal/txt - Modal title""), 2, CONTINUE_ON_FAILURE)",Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,061s",PASSED
"markPassed(""Validation case : "" + testNote)",Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:21,"0,001s",PASSED
closeBrowser(),Chrome 137.0.0.0,,,15-06-2025 00:08:21,15-06-2025 00:08:23,"1,418s",PASSED
,,,,,,,
Test Cases/1. Validating Form/VLD 2 - Mandatory field negative validation,Chrome 137.0.0.0,,,15-06-2025 00:08:23,15-06-2025 00:08:37,"14,140s",PASSED
"openBrowser("""")",Chrome 137.0.0.0,,,15-06-2025 00:08:23,15-06-2025 00:08:24,"1,064s",PASSED
navigateToUrl(baseUrl),Chrome 137.0.0.0,,,15-06-2025 00:08:24,15-06-2025 00:08:25,"1,049s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Practice Form/Title Name - Practice Form""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:25,15-06-2025 00:08:33,"7,995s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - First name""), firstName)",Chrome 137.0.0.0,,,15-06-2025 00:08:33,15-06-2025 00:08:33,"0,202s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Last name""), lastName)",Chrome 137.0.0.0,,,15-06-2025 00:08:33,15-06-2025 00:08:34,"0,441s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - User Email""), email)",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:34,"0,256s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/radiobox - Male""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:34,"0,052s",PASSED
"if (gender == ""male"")",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:34,"0,001s",PASSED
"else if (gender == ""female"")",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:34,"0,170s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:34,"0,051s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Mobile number""), mobile)",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:34,"0,191s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:34,"0,090s",PASSED
"click(findTestObject(""Object Repository/Practice Form/txtfield - Birth date""))",Chrome 137.0.0.0,,,15-06-2025 00:08:34,15-06-2025 00:08:35,"0,334s",PASSED
"click(findTestObject(""Object Repository/Practice Form/specific date picker""))",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,165s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,048s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/txtfield - Subjects""), subjects)",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,137s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/checkbox - Sports""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,044s",PASSED
"if (gender == ""sports"")",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,001s",PASSED
"else if (gender == ""reading"")",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,000s",PASSED
"else if (gender == ""music"")",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,002s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/textarea - Current address""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,040s",PASSED
"setText(findTestObject(""Object Repository/Practice Form/textarea - Current address""), currentAddress)",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,140s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/txtfield - State""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,044s",PASSED
if (state == null),Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,001s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,003s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - State""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,104s",PASSED
if (city == null),Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,000s",PASSED
else,Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,003s",PASSED
"sendKeys(findTestObject(""Object Repository/Practice Form/txtfield - State""), TAB.toString())",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:35,"0,086s",PASSED
"scrollToElement(findTestObject(""Object Repository/Practice Form/button - Submit""), 0)",Chrome 137.0.0.0,,,15-06-2025 00:08:35,15-06-2025 00:08:36,"0,049s",PASSED
"click(findTestObject(""Object Repository/Practice Form/button - Submit""))",Chrome 137.0.0.0,,,15-06-2025 00:08:36,15-06-2025 00:08:36,"0,147s",PASSED
"verifyElementNotPresent(findTestObject(""Object Repository/Modal/txt - Modal title""), 2, CONTINUE_ON_FAILURE)",Chrome 137.0.0.0,,,15-06-2025 00:08:36,15-06-2025 00:08:36,"0,044s",PASSED
"markPassed(""Validation case : "" + testNote)",Chrome 137.0.0.0,,,15-06-2025 00:08:36,15-06-2025 00:08:36,"0,001s",PASSED
closeBrowser(),Chrome 137.0.0.0,,,15-06-2025 00:08:36,15-06-2025 00:08:37,"1,147s",PASSED
